17.0,3.0,17.26267650163207
14.0,17.0,22.02271554554524
1.0,22.0,22.02271554554524
6.0,32.0,32.55764119219941
26.0,22.0,34.058772731852805
20.0,16.0,25.612496949731394
4.0,4.0,5.656854249492381
30.0,7.0,30.805843601498726
32.0,11.0,33.83784863137726
10.0,1.0,10.04987562112089
43.0,5.0,43.289721643826724
53.0,1.0,53.009433122794285
52.0,9.0,52.773099207835045
40.0,2.0,40.049968789001575
35.0,5.0,35.35533905932738
24.0,6.0,24.73863375370596
78.0,41.0,88.11923740024082
19.0,5.0,19.6468827043885
23.0,19.0,29.832867780352597
58.0,18.0,60.728905802755904
29.0,68.0,73.92563831310488
5.0,35.0,35.35533905932738
35.0,2.0,35.05709628591621
21.0,29.0,35.805027579936315
43.0,0.0,43.0
18.0,3.0,18.24828759089466
10.0,7.0,12.206555615733702
10.0,18.0,20.591260281974
55.0,104.0,117.64777940955791
5.0,25.0,25.495097567963924
17.0,6.0,18.027756377319946
33.0,6.0,33.54101966249684
12.0,2.0,12.165525060596439
14.0,6.0,15.231546211727817
3.0,38.0,38.118237105091836
17.0,27.0,31.906112267087632
3.0,16.0,16.278820596099706
0.0,3.0,3.0
17.0,32.0,36.235341863986875
12.0,19.0,22.47220505424423
41.0,3.0,41.10960958218893
33.0,8.0,33.95585369269929
4.0,12.0,12.649110640673518
34.0,21.0,39.96248240537617
29.0,21.0,35.805027579936315
5.0,25.0,25.495097567963924
25.0,22.0,33.301651610693426
15.0,7.0,16.55294535724685
3.0,14.0,14.317821063276353
37.0,25.0,44.654227123532216
2.0,37.0,37.05401462729781
7.0,2.0,7.280109889280518
30.0,10.0,31.622776601683793
15.0,15.0,21.213203435596427
3.0,62.0,62.07253821135398
130.0,137.0,188.86238376129853
20.0,54.0,57.584720195551874
15.0,8.0,17.0
30.0,52.0,60.03332407921454
4.0,35.0,35.22782990761707
7.0,53.0,53.46026561849464
31.0,22.0,38.01315561749642
11.0,19.0,21.95449840010015
17.0,25.0,30.23243291566195
15.0,0.0,15.0
9.0,44.0,44.91102314577124
23.0,36.0,42.720018726587654
35.0,53.0,63.51377803280167
4.0,21.0,21.37755832643195
13.0,37.0,39.21734310225516
23.0,16.0,28.0178514522438
4.0,10.0,10.770329614269007
19.0,48.0,51.62363799656123
38.0,32.0,49.678969393496885
24.0,58.0,62.76941930590086
16.0,25.0,29.68164415931166
11.0,18.0,21.095023109728988
28.0,42.0,50.47771785649585
50.0,19.0,53.48831648126533
15.0,22.0,26.627053911388696
25.0,46.0,52.354560450833695
36.0,6.0,36.49657518178932
9.0,12.0,15.0
47.0,104.0,114.12712210513327
6.0,17.0,18.027756377319946
44.0,126.0,133.46160496562297
20.0,13.0,23.853720883753127
25.0,1.0,25.019992006393608
21.0,86.0,88.52683209061533
31.0,94.0,98.97979591815695
16.0,11.0,19.4164878389476
24.0,33.0,40.80441152620633
61.0,93.0,111.22050170719426
