Default Name,13.3,798,150,784,1.0,Linear,HeadPose,0 
Default Name,13.3,101,100,12,1.0,Trigonometric,HeadPose,0 
Default Name,13.3,681,138,667,1.0,Linear,HeadPose,0 
Default Name,13.3,191,82,173,1.0,Trigonometric,HeadPose,0 
Default Name,13.3,403,53,400,1.0,Linear,HeadPose,0 
person,screen_size,err_mm,err_mm_x,err_mm_y,dist_screen_mm, convert_pixel_method, model_method,net_improve
Default Name,13.3,51,51,5,[539.],Trigonometric,FullFace,-11 
Default Name,13.3,34,24,24,[539.],Linear,FullFace,31 
Default Name,13.3,55,54,11,[532.],Trigonometric,FullFace,-31 
Default Name,13.3,48,48,2,[532.],Linear,FullFace,-8 
Default Name,13.3,55,6,54,[534.],Trigonometric,FullFace,14 
Default Name,13.3,44,7,43,[534.],Linear,FullFace,22 
Default Name,13.3,50,50,0,[514.],Trigonometric,FullFace,-24 
Default Name,13.3,37,37,0,[514.],Linear,FullFace,-3 
Default Name,13.3,53,53,3,[518.],Trigonometric,FullFace,-18 
Default Name,13.3,26,25,8,[518.],Linear,FullFace,20 
person,screen_size,err_mm,err_mm_x,err_mm_y,dist_screen_mm, convert_pixel_method, model_method,net_improve
Default Name,13.3,36,35,8,1.0,Trigonometric,HeadPose,0 
Default Name,13.3,178,14,178,1.0,Linear,HeadPose,19 
Default Name,13.3,145,128,69,1.0,Trigonometric,HeadPose,0 
Default Name,13.3,116,57,101,1.0,Linear,HeadPose,62 
Default Name,13.3,105,53,91,1.0,Trigonometric,HeadPose,0 
Default Name,13.3,190,40,186,1.0,Linear,HeadPose,28 
Default Name,13.3,48,47,6,1.0,Trigonometric,HeadPose,0 
Default Name,13.3,238,41,234,1.0,Linear,HeadPose,16 
Default Name,13.3,168,79,148,1.0,Trigonometric,HeadPose,0 
Default Name,13.3,145,142,29,1.0,Linear,HeadPose,-85 
person,screen_size,err_mm,err_mm_x,err_mm_y,dist_screen_mm, convert_pixel_method, model_method,net_improve
Default Name,13.3,130,48,121,0.0,Trigonometric,HeadPose,0 
Default Name,13.3,39,21,32,0.0,Linear,HeadPose,9 
Default Name,13.3,57,55,12,0.0,Trigonometric,HeadPose,0 
Default Name,13.3,30,22,19,0.0,Linear,HeadPose,-13 
Default Name,13.3,130,107,74,0.0,Trigonometric,HeadPose,0 
Default Name,13.3,21,20,6,0.0,Linear,HeadPose,13 
Default Name,13.3,185,75,169,0.0,Trigonometric,HeadPose,0 
Default Name,13.3,52,7,52,0.0,Linear,HeadPose,4 
